languageTag,key,message,annotation
ar,systemFlowName_ANS.FAQs.mortgage.finance.requir.financ.residenti.unit,أسئلة شائعة:  ما هي مواصفات الوحدات السكنية القابلة للتمويل؟,
ar,systemFlowName_ANS.FAQs.auto.loan.borrow.against.new.annual.platinum.cert.monthli.return,أسئلة شائعة:  كيف يتم الاقتراض بضمان الشهادات البلاتينية الجديدة ذات العائد الشهري 18%؟,
ar,systemFlowName_ANS.FAQs.auto.loan.borrow.against.new.annual.platinum.cert.monthli.return,أسئلة شائعة:  كيف يتم الاقتراض بضمان الشهادات البلاتينية الجديدة ذات العائد الشهري 18%؟,
ar,systemFlowName_ANS.FAQs.auto.loan.max.tenor,أسئلة شائعة:  ما هو الحد الأقصى لمدة التمويل بقرض السيارة؟,
ar,systemFlowName_ANS.FAQs.auto.loan.max.tenor,أسئلة شائعة:  ما هو الحد الأقصى لمدة التمويل بقرض السيارة؟,
ar,systemFlowName_ANS.FAQs.alAhlyPlatinum.services.subscrib,أسئلة شائعة:  كيف يمكنني الاشتراك في خدمة الأهلي بلاتينم ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPlatinum.services.subscrib,أسئلة شائعة:  كيف يمكنني الاشتراك في خدمة الأهلي بلاتينم ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPlatinum.services.qualifi.segment,أسئلة شائعة:  كيفية التأهل لشريحة بلاتينم؟ ,
ar,systemFlowName_ANS.FAQs.alAhlyPlatinum.services.qualifi.segment,أسئلة شائعة:  كيفية التأهل لشريحة بلاتينم؟ ,
ar,systemFlowName_ANS.FAQs.alAhlyPlatinum.services.qualifi.plu,أسئلة شائعة:  كيفية التأهل لشريحة بلاتينم بلس؟ ,
ar,systemFlowName_ANS.FAQs.alAhlyPlatinum.services.qualifi.plu,أسئلة شائعة:  كيفية التأهل لشريحة بلاتينم بلس؟ ,
ar,systemFlowName_ANS.FAQs.alAhlyPlatinum.services.qualifi.elit,أسئلة شائعة:  كيفية التأهل لشريحة بلاتينم ايليت؟ ,
ar,systemFlowName_ANS.FAQs.alAhlyPlatinum.services.qualifi.elit,أسئلة شائعة:  كيفية التأهل لشريحة بلاتينم ايليت؟ ,
ar,systemFlowName_ANS.FAQs.alAhlyPlatinum.services.subscrib.road.assist,أسئلة شائعة:  كيفية الأشتراك في خدمات المساعدة على الطريق؟ ,
ar,systemFlowName_ANS.FAQs.alAhlyPlatinum.services.subscrib.road.assist,أسئلة شائعة:  كيفية الأشتراك في خدمات المساعدة على الطريق؟ ,
ar,systemFlowName_ANS.FAQs.alAhlyPlatinum.services.subscrib.concierg,أسئلة شائعة:  كيفية الأشتراك في خدمات الكونسيرج؟ ,
ar,systemFlowName_ANS.FAQs.alAhlyPlatinum.services.subscrib.concierg,أسئلة شائعة:  كيفية الأشتراك في خدمات الكونسيرج؟ ,
ar,systemFlowName_ANS.FAQs.alAhlyPlatinum.services.s.custom.segment.criteria,أسئلة شائعة:  ماهي معايير تصنيف العملاء لدى البنك؟,
ar,systemFlowName_ANS.FAQs.alAhlyPlatinum.services.s.custom.segment.criteria,أسئلة شائعة:  ماهي معايير تصنيف العملاء لدى البنك؟,
ar,systemFlowName_ANS.FAQs.alAhlyPlatinum.services.subscript.fee.when.appli,أسئلة شائعة:  ماهي مصاريف الاشتراك في الخدمة؟ ومتى يتم تطبيق مصاريف على الخدمة؟,
ar,systemFlowName_ANS.FAQs.alAhlyPlatinum.services.subscript.fee.when.appli,أسئلة شائعة:  ماهي مصاريف الاشتراك في الخدمة؟ ومتى يتم تطبيق مصاريف على الخدمة؟,
ar,systemFlowName_ANS.FAQs.alAhlyPlatinum.services.opt,أسئلة شائعة:  كيفية الخروج من الخدمة؟ ,
ar,systemFlowName_ANS.FAQs.alAhlyPlatinum.services.opt,أسئلة شائعة:  كيفية الخروج من الخدمة؟ ,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.program,أسئلة شائعة:  ما هو برنامج AL-AHLY Points,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.program,أسئلة شائعة:  ما هو برنامج AL-AHLY Points,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.enrol.reward.program,أسئلة شائعة:  كيف يمكن التسجيل في برنامج AL-AHLY Points؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.enrol.reward.program,أسئلة شائعة:  كيف يمكن التسجيل في برنامج AL-AHLY Points؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.earn,أسئلة شائعة:  كيف يمكن الحصول على نقاط AL-AHLY Points؟  ,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.earn,أسئلة شائعة:  كيف يمكن الحصول على نقاط AL-AHLY Points؟  ,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.membership.fee.enrol.program,أسئلة شائعة:   هل توجد أي رسوم عضوية للتسجيل في البرنامج؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.membership.fee.enrol.program,أسئلة شائعة:   هل توجد أي رسوم عضوية للتسجيل في البرنامج؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.product.offer,أسئلة شائعة:  ما هي منتجات البنك الأهلي التي تمنح نقاط AL-AHLY Points,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.product.offer,أسئلة شائعة:  ما هي منتجات البنك الأهلي التي تمنح نقاط AL-AHLY Points,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.expir,أسئلة شائعة:   هل هناك تاريخ لانتهاء سريان نقاط AL-AHLY Points؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.expir,أسئلة شائعة:   هل هناك تاريخ لانتهاء سريان نقاط AL-AHLY Points؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.keep.track.balanc,أسئلة شائعة:   كيف يمكن متابعة رصيد نقاط AL-AHLY Points الخاص بي؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.keep.track.balanc,أسئلة شائعة:   كيف يمكن متابعة رصيد نقاط AL-AHLY Points الخاص بي؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.redeem.e.voucher,أسئلة شائعة:   كيف يمكن استبدال نقاط الأهلي الى قسائم الكترونية؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.redeem.e.voucher,أسئلة شائعة:   كيف يمكن استبدال نقاط الأهلي الى قسائم الكترونية؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.voucher.exchang.cash,أسئلة شائعة:  هل يمكن استبدال القسائم بمبالغ مالية؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.voucher.exchang.cash,أسئلة شائعة:  هل يمكن استبدال القسائم بمبالغ مالية؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.voucher.denomin,أسئلة شائعة:  ما هي فئات القسائم التي يمكن استبدالها؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.voucher.denomin,أسئلة شائعة:  ما هي فئات القسائم التي يمكن استبدالها؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.receiv.e.voucher,أسئلة شائعة:   كيف يتم استلام القسائم الالكترونية؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.receiv.e.voucher,أسئلة شائعة:   كيف يتم استلام القسائم الالكترونية؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.us.e.voucher.merchant,أسئلة شائعة:  كيف يتم استخدام القسائم الالكترونية لدى التجار؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.us.e.voucher.merchant,أسئلة شائعة:  كيف يتم استخدام القسائم الالكترونية لدى التجار؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.redeem.travel.world,أسئلة شائعة:  كيف يتم استبدال النقاط في السفر حول العالم؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.redeem.travel.world,أسئلة شائعة:  كيف يتم استبدال النقاط في السفر حول العالم؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.redeem.mobil.top,أسئلة شائعة:   كيف يتم استبدال النقاط في شحن الهاتف المحمول؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.redeem.mobil.top,أسئلة شائعة:   كيف يتم استبدال النقاط في شحن الهاتف المحمول؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.redeem.cash.reward,أسئلة شائعة:   كيف يتم استبدال النقاط في Cash Rewards؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.redeem.cash.reward,أسئلة شائعة:   كيف يتم استبدال النقاط في Cash Rewards؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.cash.reward.denomin,أسئلة شائعة:   ما قيم الـ Cash Rewards التي يمكن استبدالها؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.cash.reward.denomin,أسئلة شائعة:   ما قيم الـ Cash Rewards التي يمكن استبدالها؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.long.cash.reward.credit.card,أسئلة شائعة:  كم يستغرق استرداد الـ Cash Reward على البطاقة الائتمانية؟,
ar,systemFlowName_ANS.FAQs.alAhlyPoints.long.cash.reward.credit.card,أسئلة شائعة:  كم يستغرق استرداد الـ Cash Reward على البطاقة الائتمانية؟,
ar,systemFlowName_ANS.FAQs.personal.loan.,أسئلة شائعة:  ما هو التمويل الشخصي؟,
ar,systemFlowName_ANS.FAQs.personal.loan.,أسئلة شائعة:  ما هو التمويل الشخصي؟,
ar,systemFlowName_ANS.FAQs.personal.loan.term.condit.loan,أسئلة شائعة:  ما هي الشروط و الاحكام الخاصه بالقرض الشخصى ؟,
ar,systemFlowName_ANS.FAQs.personal.loan.term.condit.loan,أسئلة شائعة:  ما هي الشروط و الاحكام الخاصه بالقرض الشخصى ؟,
ar,systemFlowName_ANS.FAQs.personal.loan.condit.req.document,أسئلة شائعة:  ما هي شروط المنح و المستندات المطلوبه للتقديم على تمويل شخصى ؟,
ar,systemFlowName_ANS.FAQs.personal.loan.condit.req.document,أسئلة شائعة:  ما هي شروط المنح و المستندات المطلوبه للتقديم على تمويل شخصى ؟,
ar,systemFlowName_ANS.FAQs.personal.loan.interest.rate.calcul,أسئلة شائعة:  كيف يتم احتساب العائد على التمويل الشخصي؟ ,
ar,systemFlowName_ANS.FAQs.personal.loan.interest.rate.calcul,أسئلة شائعة:  كيف يتم احتساب العائد على التمويل الشخصي؟ ,
ar,systemFlowName_ANS.FAQs.personal.loan.appli,أسئلة شائعة:  كيف يمكنني التقدم بطلب للحصول على تمويل شخصي ؟,
ar,systemFlowName_ANS.FAQs.personal.loan.appli,أسئلة شائعة:  كيف يمكنني التقدم بطلب للحصول على تمويل شخصي ؟,
ar,systemFlowName_ANS.FAQs.personal.loan.document.req.appli,"أسئلة شائعة:  ما هي المستندات التي يجب أن أقدمها كجزء من طلب التمويل النقدي الخاص بي؟
",
ar,systemFlowName_ANS.FAQs.personal.loan.document.req.appli,"أسئلة شائعة:  ما هي المستندات التي يجب أن أقدمها كجزء من طلب التمويل النقدي الخاص بي؟
",
ar,systemFlowName_ANS.FAQs.personal.loan.transfer.salari.obligatori,أسئلة شائعة:  هل تحويل الراتب إلى البنك إلزامي للحصول على تمويل شخصى ؟,
ar,systemFlowName_ANS.FAQs.personal.loan.transfer.salari.obligatori,أسئلة شائعة:  هل تحويل الراتب إلى البنك إلزامي للحصول على تمويل شخصى ؟,
ar,systemFlowName_ANS.FAQs.personal.loan.min.ag.appli,أسئلة شائعة:  ما هو الحد الأدنى للعمر  للحصول على تمويل شخصى ؟,
ar,systemFlowName_ANS.FAQs.personal.loan.min.ag.appli,أسئلة شائعة:  ما هو الحد الأدنى للعمر  للحصول على تمويل شخصى ؟,
ar,systemFlowName_ANS.FAQs.personal.loan.max.ag.matur,أسئلة شائعة:  ما هو الحد الأقصى للعمر عند استحقاق التمويل؟,
ar,systemFlowName_ANS.FAQs.personal.loan.max.ag.matur,أسئلة شائعة:  ما هو الحد الأقصى للعمر عند استحقاق التمويل؟,
ar,systemFlowName_ANS.FAQs.personal.loan.insur.avail,أسئلة شائعة:  هل هناك تغطية تأمينية متاحة للتمويل الشخصى النقدي؟,
ar,systemFlowName_ANS.FAQs.personal.loan.insur.avail,أسئلة شائعة:  هل هناك تغطية تأمينية متاحة للتمويل الشخصى النقدي؟,
ar,systemFlowName_ANS.FAQs.personal.loan.just.join.compani.min.period.appli,أسئلة شائعة:  لقد انضممت للتو إلى شركتي. هل يوجد حد ادنى للخدمه للحصول على تمويل شخصى؟ ,
ar,systemFlowName_ANS.FAQs.personal.loan.just.join.compani.min.period.appli,أسئلة شائعة:  لقد انضممت للتو إلى شركتي. هل يوجد حد ادنى للخدمه للحصول على تمويل شخصى؟ ,
ar,systemFlowName_ANS.FAQs.personal.loan.max.tenor,أسئلة شائعة:  ما هي أقصى فترة سداد للتمويل النقدي؟,
ar,systemFlowName_ANS.FAQs.personal.loan.max.tenor,أسئلة شائعة:  ما هي أقصى فترة سداد للتمويل النقدي؟,
ar,systemFlowName_ANS.FAQs.personal.loan.max.amount,أسئلة شائعة:  ما هو الحد الأقصى لمبلغ التمويل ؟,
ar,systemFlowName_ANS.FAQs.personal.loan.max.amount,أسئلة شائعة:  ما هو الحد الأقصى لمبلغ التمويل ؟,
ar,systemFlowName_ANS.FAQs.personal.loan.increas.amount.outstand.obtain.on,أسئلة شائعة:  هل يمكنني زيادة القرض القائم لدي او الحصول علي اكثر من تمويل ؟,
ar,systemFlowName_ANS.FAQs.personal.loan.increas.amount.outstand.obtain.on,أسئلة شائعة:  هل يمكنني زيادة القرض القائم لدي او الحصول علي اكثر من تمويل ؟,
ar,systemFlowName_ANS.FAQs.personal.loan.repai.instal,أسئلة شائعة:  كيف يمكنني ان اسدد أقساط التمويل بعد الحصول عليه ؟,
ar,systemFlowName_ANS.FAQs.personal.loan.repai.instal,أسئلة شائعة:  كيف يمكنني ان اسدد أقساط التمويل بعد الحصول عليه ؟,
ar,systemFlowName_ANS.FAQs.personal.loan.prepai,أسئلة شائعة:  هل يمكنني سداد التمويل قبل انتهاء مدته التي تم التعاقد عليها وقت المنح ؟,
ar,systemFlowName_ANS.FAQs.personal.loan.prepai,أسئلة شائعة:  هل يمكنني سداد التمويل قبل انتهاء مدته التي تم التعاقد عليها وقت المنح ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.subscrib,أسئلة شائعة:  كيف يمكننى الاشتراك في محفظة الأهلى فون كاش ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.subscrib,أسئلة شائعة:  كيف يمكننى الاشتراك في محفظة الأهلى فون كاش ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.req.document.subscript,أسئلة شائعة:  ما هي الأوراق المطلوبة للاشتراك بالخدمة ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.req.document.subscript,أسئلة شائعة:  ما هي الأوراق المطلوبة للاشتراك بالخدمة ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.wallet.subscrib,أسئلة شائعة:  كم عدد المحافظ التي يمكننى الاشتراك بها ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.wallet.subscrib,أسئلة شائعة:  كم عدد المحافظ التي يمكننى الاشتراك بها ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.creat.password.first.time,أسئلة شائعة:  كيف يمكنني الحصول على الرقم  السري الخاص بخدمة  الأهلى فون كاش أول مرة  ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.creat.password.first.time,أسئلة شائعة:  كيف يمكنني الحصول على الرقم  السري الخاص بخدمة  الأهلى فون كاش أول مرة  ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.reset.password,أسئلة شائعة:  كيف يمكن إعادة ضبط الرقم السرى ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.reset.password,أسئلة شائعة:  كيف يمكن إعادة ضبط الرقم السرى ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.chang.password,أسئلة شائعة:  كيف يمكنني تغيير الرقم السري؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.chang.password,أسئلة شائعة:  كيف يمكنني تغيير الرقم السري؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.enter.wrong.password.onc,أسئلة شائعة:  ماذا لو قمت بإدخال الرقم السرى خطأ أكثر من مرة؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.enter.wrong.password.onc,أسئلة شائعة:  ماذا لو قمت بإدخال الرقم السرى خطأ أكثر من مرة؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.chang.mobil.number,أسئلة شائعة:  ماذا لو قمت بتغيير رقم الهاتف المحمول الخاص بى ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.chang.mobil.number,أسئلة شائعة:  ماذا لو قمت بتغيير رقم الهاتف المحمول الخاص بى ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.chang.mobil.phone.devic,أسئلة شائعة:  ماذا لو قمت بتغيير جهاز الهاتف المحمول ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.chang.mobil.phone.devic,أسئلة شائعة:  ماذا لو قمت بتغيير جهاز الهاتف المحمول ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.mobil.sim.link.wallet.stolen.lost,أسئلة شائعة:  ماذا لو تم سرقة /فقد شريحة الهاتف المحمول ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.mobil.sim.link.wallet.stolen.lost,أسئلة شائعة:  ماذا لو تم سرقة /فقد شريحة الهاتف المحمول ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.transfer.amount.wallet.outsid.egypt,أسئلة شائعة:  هل يمكن تحويل أي مبالغ لمحفظة عميل اخر خارج الجمهورية ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.transfer.amount.wallet.outsid.egypt,أسئلة شائعة:  هل يمكن تحويل أي مبالغ لمحفظة عميل اخر خارج الجمهورية ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.review.detail.transact.made.wallet,أسئلة شائعة:  كيف يمكننى الاطلاع على تفاصيل المعاملات التي تمت باستخدام المحفظة؟ ,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.review.detail.transact.made.wallet,أسئلة شائعة:  كيف يمكننى الاطلاع على تفاصيل المعاملات التي تمت باستخدام المحفظة؟ ,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.link.card.wallet,أسئلة شائعة:  كيف يمكنني ربط أي يطاقة مصدرة من البنك على المحفظة؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.link.card.wallet,أسئلة شائعة:  كيف يمكنني ربط أي يطاقة مصدرة من البنك على المحفظة؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.replac.card.number.link.wallet.upon.replac.due.loss.damag,أسئلة شائعة:  كيف يمكنني استبدال البطاقة الخاصة بي المربوطة على محفظة الأهلي الفون كاش بسبب فقدانها او تلفها؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.replac.card.number.link.wallet.upon.replac.due.loss.damag,أسئلة شائعة:  كيف يمكنني استبدال البطاقة الخاصة بي المربوطة على محفظة الأهلي الفون كاش بسبب فقدانها او تلفها؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.close.wallet,أسئلة شائعة:  كيف يتم اغلاق المحفظة ؟,
ar,systemFlowName_ANS.FAQs.alAhlyPhoneCash.close.wallet,أسئلة شائعة:  كيف يتم اغلاق المحفظة ؟,
ar,systemFlowName_ANS.FAQs.pos.machin,أسئلة شائعة:  كيف يمكن التعاقد على ماكينات الفيزا,
