languageTag,key,message,annotation
ar,ANS.FAQs.acc.cert.saving.pools.term.avail.local.currenc.cert.issu,"المدد المتاحه : سنة , سنتين , 3 سنوات , 5 سنوات , 10 سنوات....",
ar,ANS.FAQs.acc.cert.saving.pools.open.acc.foreign.currenc,"نعم, يمكنك فتح الحساب بعملات مختلفة مثل الدولار او  الجنية الإسترليني او اليورو ....الخ...",
ar,ANS.FAQs.acc.cert.saving.pools.open.acc.foreign.currenc,"نعم, يمكنك فتح الحساب بعملات مختلفة مثل الدولار او  الجنية الإسترليني او اليورو ....الخ...",
ar,ANS.FAQs.acc.cert.saving.pools.purchas.cert.on.week,"لا , ولكن يمكنك ربط اختيار منتجات الودائع حيث يمكن عمل وديعه بدايه من أسبوع حتي 7 سنوات وفقا و الشرو...",
ar,ANS.FAQs.acc.cert.saving.pools.purchas.cert.on.week,"لا , ولكن يمكنك ربط اختيار منتجات الودائع حيث يمكن عمل وديعه بدايه من أسبوع حتي 7 سنوات وفقا و الشرو...",
ar,ANS.FAQs.acc.cert.saving.pools.cert.redeem.anytim,يمكن استرداد الشهادة بعد مرور 6 اشهر علي إصدارها وفقا و الإجراءات المعمول بها في مصرفنا...,
ar,ANS.FAQs.acc.cert.saving.pools.cert.redeem.anytim,يمكن استرداد الشهادة بعد مرور 6 اشهر علي إصدارها وفقا و الإجراءات المعمول بها في مصرفنا...,
ar,ANS.FAQs.acc.cert.saving.pools.term.foreign.currenc.cert.issu,"المدد المتاحه :  3 سنوات , 5 سنوات , 10 سنوات....",
ar,ANS.FAQs.acc.cert.saving.pools.term.foreign.currenc.cert.issu,"المدد المتاحه :  3 سنوات , 5 سنوات , 10 سنوات....",
ar,ANS.FAQs.acc.cert.saving.pools.borrow.against.cert.deposit,"نعم , يمكن الاقتراض بضمان الشهادات وفقا و الإجراءات المعمول بها في مصرفنا...",
ar,ANS.FAQs.acc.cert.saving.pools.borrow.against.cert.deposit,"نعم , يمكن الاقتراض بضمان الشهادات وفقا و الإجراءات المعمول بها في مصرفنا...",
ar,ANS.FAQs.acc.cert.saving.pools.choos.receiv.paper.statement.e.email,"لا , في حاله طلبكم كشف حساب من خلال البريد الالكتروني سيتم وقف ارسال كشف الحساب الورقي ....",
ar,ANS.FAQs.acc.cert.saving.pools.choos.receiv.paper.statement.e.email,"لا , في حاله طلبكم كشف حساب من خلال البريد الالكتروني سيتم وقف ارسال كشف الحساب الورقي ....",
ar,ANS.FAQs.acc.cert.saving.pools.open.pension.acc.work.compani,"لا , يمكن لسيادتكم فتح حساب توفير المعاش في حاله المعاش فقط ولكن يمكن لسيادتكم الاختيار بين احد حساب...",
ar,ANS.FAQs.acc.cert.saving.pools.open.pension.acc.work.compani,"لا , يمكن لسيادتكم فتح حساب توفير المعاش في حاله المعاش فقط ولكن يمكن لسيادتكم الاختيار بين احد حساب...",
ar,ANS.FAQs.acc.cert.saving.pools.foreign.open.acc,نعم ، يمكن للأجانب فتح حسابات ...,
ar,ANS.FAQs.acc.cert.saving.pools.foreign.open.acc,نعم ، يمكن للأجانب فتح حسابات ...,
ar,ANS.FAQs.acc.cert.saving.pools.open.joint.acc,نعم ، يمكن  فتح حساب مشترك ...,
ar,ANS.FAQs.acc.cert.saving.pools.open.joint.acc,نعم ، يمكن  فتح حساب مشترك ...,
ar,ANS.FAQs.acc.cert.saving.pools.student.ag.year.open.acc,نعم يمكن فتح حساب توفير المستقبل مىن 16 سنة ...,
ar,ANS.FAQs.acc.cert.saving.pools.student.ag.year.open.acc,نعم يمكن فتح حساب توفير المستقبل مىن 16 سنة ...,
ar,ANS.FAQs.acc.cert.saving.pools.card.issu.acc,نعم يمكن اصدار بطاقات خسم على الحسابات بالعملة المحلية فقط...,
ar,ANS.FAQs.acc.cert.saving.pools.card.issu.acc,نعم يمكن اصدار بطاقات خسم على الحسابات بالعملة المحلية فقط...,
ar,ANS.FAQs.acc.cert.saving.pools.max.amount.open.acc,لا يوجد حد اقصى لتح الحسابات ماعدا حساب توفير المعاش فالحد الأقصى لها مليون جنية او مكافاة نهاية الم...,
ar,ANS.FAQs.acc.cert.saving.pools.max.amount.open.acc,لا يوجد حد اقصى لتح الحسابات ماعدا حساب توفير المعاش فالحد الأقصى لها مليون جنية او مكافاة نهاية الم...,
ar,ANS.FAQs.acc.cert.saving.pools.prize.draw.acc,نعم يمكنك فتح حساب توفير المدخر الصغير ذو الجوائز بالجنية المصري او حساب توفير الجوائز بالدولار او ا...,
ar,ANS.FAQs.acc.cert.saving.pools.prize.draw.acc,نعم يمكنك فتح حساب توفير المدخر الصغير ذو الجوائز بالجنية المصري او حساب توفير الجوائز بالدولار او ا...,
ar,ANS.FAQs.acc.cert.saving.pools.altern.paper.statement.acc.cancel,نعم يمكن للعميل الغاء كشف الحساب الورقي واختيار احد البديلين استقبال كشف الحساب على البريد الالكترون...,
ar,ANS.FAQs.acc.cert.saving.pools.altern.paper.statement.acc.cancel,نعم يمكن للعميل الغاء كشف الحساب الورقي واختيار احد البديلين استقبال كشف الحساب على البريد الالكترون...,
ar,ANS.FAQs.mortgage.finance.residenti.unit.initi,يتم التقديم إما من خلال صندوق التمويل العقاري لأحد الإعلانات المطروحه أو من خلال التقدم لأحد فروع ال...,
ar,ANS.FAQs.mortgage.finance.residenti.unit.initi,يتم التقديم إما من خلال صندوق التمويل العقاري لأحد الإعلانات المطروحه أو من خلال التقدم لأحد فروع ال...,
ar,ANS.FAQs.mortgage.finance.requir.financ.residenti.unit,أن تكون الوحدة السكنية كاملة التشطيب ومسجلة بالشهر العقاري أو قابلة للتسجيل....,
ar,ANS.FAQs.mortgage.finance.requir.financ.residenti.unit,أن تكون الوحدة السكنية كاملة التشطيب ومسجلة بالشهر العقاري أو قابلة للتسجيل....,
ar,ANS.FAQs.auto.loan.borrow.against.new.annual.platinum.cert.monthli.return,يتم الاقتراض بضمان الشهادة بسعر عائد 2% فوق سعر الشهادة بحد ادنى 3 شهور وحد اقصى سنة....,
ar,ANS.FAQs.auto.loan.borrow.against.new.annual.platinum.cert.monthli.return,يتم الاقتراض بضمان الشهادة بسعر عائد 2% فوق سعر الشهادة بحد ادنى 3 شهور وحد اقصى سنة....,
ar,ANS.FAQs.auto.loan.max.tenor,الحد الأقصى لمدة التمويل بقرض السيارة 7 سنوات....,
ar,ANS.FAQs.auto.loan.max.tenor,الحد الأقصى لمدة التمويل بقرض السيارة 7 سنوات....,
ar,ANS.FAQs.alAhlyPlatinum.services.subscrib,بمجرد أن تُصبح مؤهلًا للانضمام، سيتم تسجيلكم تلقائيًا وسيقوم مدير علاقات مخصص بالاتصال بكم. و لمزيد ...,
ar,ANS.FAQs.alAhlyPlatinum.services.subscrib,بمجرد أن تُصبح مؤهلًا للانضمام، سيتم تسجيلكم تلقائيًا وسيقوم مدير علاقات مخصص بالاتصال بكم. و لمزيد ...,
ar,ANS.FAQs.alAhlyPlatinum.services.qualifi.segment,فقط؛ احتفظ مع البنك الأهلي المصري برصيد يساوي أو يزيد عن 1،500،000 جنيه مصري (أو ما يعادله بأي عملة ...,
ar,ANS.FAQs.alAhlyPlatinum.services.qualifi.segment,فقط؛ احتفظ مع البنك الأهلي المصري برصيد يساوي أو يزيد عن 1،500،000 جنيه مصري (أو ما يعادله بأي عملة ...,
ar,ANS.FAQs.alAhlyPlatinum.services.qualifi.plu,فقط؛ احتفظ مع البنك الأهلي المصري برصيد يساوي أو يزيد عن 5،000،000 جنيه مصري (أو ما يعادله بأي عملة ...,
ar,ANS.FAQs.alAhlyPlatinum.services.qualifi.plu,فقط؛ احتفظ مع البنك الأهلي المصري برصيد يساوي أو يزيد عن 5،000،000 جنيه مصري (أو ما يعادله بأي عملة ...,
ar,ANS.FAQs.alAhlyPlatinum.services.qualifi.elit,فقط؛ احتفظ مع البنك الأهلي المصري برصيد يساوي أو يزيد عن 20،000،000 جنيه مصري (أو ما يعادله بأي عملة...,
ar,ANS.FAQs.alAhlyPlatinum.services.qualifi.elit,فقط؛ احتفظ مع البنك الأهلي المصري برصيد يساوي أو يزيد عن 20،000،000 جنيه مصري (أو ما يعادله بأي عملة...,
ar,ANS.FAQs.alAhlyPlatinum.services.subscrib.road.assist,لمزيد من المعلومات عن الخدمات المساعدة على الطريق وكيفية الاشتراك والحصول عليها 24 ساعة في اليوم على...,
ar,ANS.FAQs.alAhlyPlatinum.services.subscrib.road.assist,لمزيد من المعلومات عن الخدمات المساعدة على الطريق وكيفية الاشتراك والحصول عليها 24 ساعة في اليوم على...,
ar,ANS.FAQs.alAhlyPlatinum.services.subscrib.concierg,لتفعيل خدمات الكونسيرج والاطلاع على العروض الشهرية 24/7 والحصول عليها الرجاء الدخول على الرابط https...,
ar,ANS.FAQs.alAhlyPlatinum.services.subscrib.concierg,لتفعيل خدمات الكونسيرج والاطلاع على العروض الشهرية 24/7 والحصول عليها الرجاء الدخول على الرابط https...,
ar,ANS.FAQs.alAhlyPlatinum.services.s.custom.segment.criteria,"يتم تصنيف عملاء البنك بناء على 3 محاور كالتالي

1) ارصدة العميل الدائنة
يتم تصنيف العميل وفقاً وا...",
ar,ANS.FAQs.alAhlyPlatinum.services.s.custom.segment.criteria,"يتم تصنيف عملاء البنك بناء على 3 محاور كالتالي

1) ارصدة العميل الدائنة
يتم تصنيف العميل وفقاً وا...",
ar,ANS.FAQs.alAhlyPlatinum.services.subscript.fee.when.appli,هذه الخدمة مجانية الا انه في حالة انخفاض الرصيد عن الحد الأدنى للشريحة يقوم البنك بإعطاء العملاء فتر...,
ar,ANS.FAQs.alAhlyPlatinum.services.subscript.fee.when.appli,هذه الخدمة مجانية الا انه في حالة انخفاض الرصيد عن الحد الأدنى للشريحة يقوم البنك بإعطاء العملاء فتر...,
ar,ANS.FAQs.alAhlyPlatinum.services.opt,للخروج من خدمة الأهلي بلاتينم الرجاء التوجة الى اقرب فرع او الاتصال على 19523 او الاتصال بمدير العلا...,
ar,ANS.FAQs.alAhlyPlatinum.services.opt,للخروج من خدمة الأهلي بلاتينم الرجاء التوجة الى اقرب فرع او الاتصال على 19523 او الاتصال بمدير العلا...,
ar,ANS.FAQs.alAhlyPoints.program,هو برنامج يقدمه البنك الأهلي المصري لمكافأة عملائه من خلال منح نقاط عن كافة عمليات المشتريات التي تت...,
ar,ANS.FAQs.alAhlyPoints.program,هو برنامج يقدمه البنك الأهلي المصري لمكافأة عملائه من خلال منح نقاط عن كافة عمليات المشتريات التي تت...,
ar,ANS.FAQs.alAhlyPoints.enrol.reward.program,يتم التسجيل تلقائيًا بمجرد قيام العميل بتنشيط بطاقة البنك الأهلي المصري ماستركارد، وفيزا الخاصة به س...,
ar,ANS.FAQs.alAhlyPoints.enrol.reward.program,يتم التسجيل تلقائيًا بمجرد قيام العميل بتنشيط بطاقة البنك الأهلي المصري ماستركارد، وفيزا الخاصة به س...,
ar,ANS.FAQs.alAhlyPoints.earn,استخدم بطاقات البنك الأهلي المصري ماستركارد وفيزا في كافة مشترياتك اليومية المحلية والدولية لتكسب نق...,
ar,ANS.FAQs.alAhlyPoints.earn,استخدم بطاقات البنك الأهلي المصري ماستركارد وفيزا في كافة مشترياتك اليومية المحلية والدولية لتكسب نق...,
ar,ANS.FAQs.alAhlyPoints.membership.fee.enrol.program,لا يوجد حيث أن التسجيل في برنامج AL-AHLY Points مجاني تمامًا، ويتم تسجيل عملاء البنك الأهلي المصري ت...,
ar,ANS.FAQs.alAhlyPoints.membership.fee.enrol.program,لا يوجد حيث أن التسجيل في برنامج AL-AHLY Points مجاني تمامًا، ويتم تسجيل عملاء البنك الأهلي المصري ت...,
ar,ANS.FAQs.alAhlyPoints.product.offer,يتم منح نقاط AL-AHLY Points على كافة المشتريات التي تتم من خلال أي من بطاقات البنك الأهلي المصري ماس...,
ar,ANS.FAQs.alAhlyPoints.product.offer,يتم منح نقاط AL-AHLY Points على كافة المشتريات التي تتم من خلال أي من بطاقات البنك الأهلي المصري ماس...,
ar,ANS.FAQs.alAhlyPoints.expir,ينتهي سريان النقاط التي تم تجميعها تلقائيًا بعد 36 شهرًا من تاريخ عملية المشتريات....,
ar,ANS.FAQs.alAhlyPoints.expir,ينتهي سريان النقاط التي تم تجميعها تلقائيًا بعد 36 شهرًا من تاريخ عملية المشتريات....,
ar,ANS.FAQs.alAhlyPoints.keep.track.balanc,يمكن الاطلاع على رصيد نقاط AL-AHLY Points إما من خلال الدخول على موقع www.alahlypoints.com أو الاتصا...,
ar,ANS.FAQs.alAhlyPoints.keep.track.balanc,يمكن الاطلاع على رصيد نقاط AL-AHLY Points إما من خلال الدخول على موقع www.alahlypoints.com أو الاتصا...,
ar,ANS.FAQs.alAhlyPoints.redeem.e.voucher, يمكن استبدال النقاط عن طريق الإنترنت من خلال الموقع الخاص بالبرنامج www.alahlypoints.com  وقم باستب...,
ar,ANS.FAQs.alAhlyPoints.redeem.e.voucher, يمكن استبدال النقاط عن طريق الإنترنت من خلال الموقع الخاص بالبرنامج www.alahlypoints.com  وقم باستب...,
ar,ANS.FAQs.alAhlyPoints.voucher.exchang.cash,لا يمكن استبدال القسائم الالكترونية بمبالغ مالية ولكن يمكن جمعها مع مبلغ نقدي واستخدمها لسداد قيمة ا...,
ar,ANS.FAQs.alAhlyPoints.voucher.exchang.cash,لا يمكن استبدال القسائم الالكترونية بمبالغ مالية ولكن يمكن جمعها مع مبلغ نقدي واستخدمها لسداد قيمة ا...,
ar,ANS.FAQs.alAhlyPoints.voucher.denomin,"10,000 نقطة = 100 جم
20,000 نقطة = 200 جم
50,000 نقطة = 500 جم
100,000 نقطة = 1,000 جم
500,000 ن...",
ar,ANS.FAQs.alAhlyPoints.voucher.denomin,"10,000 نقطة = 100 جم
20,000 نقطة = 200 جم
50,000 نقطة = 500 جم
100,000 نقطة = 1,000 جم
500,000 ن...",
ar,ANS.FAQs.alAhlyPoints.receiv.e.voucher,      يتم ارسال رسالة نصية على رقم الهاتف المحمول للعميل المسجل لدى البنك...,
ar,ANS.FAQs.alAhlyPoints.receiv.e.voucher,      يتم ارسال رسالة نصية على رقم الهاتف المحمول للعميل المسجل لدى البنك...,
ar,ANS.FAQs.alAhlyPoints.us.e.voucher.merchant,يتعين على العميل تقديم الرقم السري الموضح في الرسالة النصية مع أخر 6 أرقام من اليمين من بطاقة الرقم ...,
ar,ANS.FAQs.alAhlyPoints.us.e.voucher.merchant,يتعين على العميل تقديم الرقم السري الموضح في الرسالة النصية مع أخر 6 أرقام من اليمين من بطاقة الرقم ...,
ar,ANS.FAQs.alAhlyPoints.redeem.travel.world, يقوم العميل شخصيا باستبدال النقاط المجمعة عن طريق موقع البرنامج www.alahlypoints.com  ويقتصر دور خد...,
ar,ANS.FAQs.alAhlyPoints.redeem.travel.world, يقوم العميل شخصيا باستبدال النقاط المجمعة عن طريق موقع البرنامج www.alahlypoints.com  ويقتصر دور خد...,
ar,ANS.FAQs.alAhlyPoints.redeem.mobil.top, يقوم العميل شخصيا باستبدال النقاط المجمعة عن طريق موقع البرنامج www.alahlypoints.com ويقتصر دور خدم...,
ar,ANS.FAQs.alAhlyPoints.redeem.mobil.top, يقوم العميل شخصيا باستبدال النقاط المجمعة عن طريق موقع البرنامج www.alahlypoints.com ويقتصر دور خدم...,
ar,ANS.FAQs.alAhlyPoints.redeem.cash.reward,يتم استبدال النقاط إما عن طريق الموقع الإلكتروني الخاص بالبرنامج أو الاتصال بالأهلي فون على رقم 1962...,
ar,ANS.FAQs.alAhlyPoints.redeem.cash.reward,يتم استبدال النقاط إما عن طريق الموقع الإلكتروني الخاص بالبرنامج أو الاتصال بالأهلي فون على رقم 1962...,
ar,ANS.FAQs.alAhlyPoints.cash.reward.denomin,"5,000 نقطة = 25 جم
10,000 نقطة = 50 جم
20,000 نقطة = 100 جم
50,000 نقطة = 250 جم
100,000 نقطة =5...",
ar,ANS.FAQs.alAhlyPoints.cash.reward.denomin,"5,000 نقطة = 25 جم
10,000 نقطة = 50 جم
20,000 نقطة = 100 جم
50,000 نقطة = 250 جم
100,000 نقطة =5...",
ar,ANS.FAQs.alAhlyPoints.long.cash.reward.credit.card," يتم تنفيذ الطلب في خلال 2-3 أيام عمل.
يتم رد النقاط لحساب العميل في خلال 5 أيام عمل للطلبات التي ل...",
ar,ANS.FAQs.alAhlyPoints.long.cash.reward.credit.card," يتم تنفيذ الطلب في خلال 2-3 أيام عمل.
يتم رد النقاط لحساب العميل في خلال 5 أيام عمل للطلبات التي ل...",
ar,ANS.FAQs.personal.loan.,تمويل  مخصص للاستخدام الشخصى يمكنك الحصول عليه بدون ضامن، يُمنح للأفراد سواء الذين يتقاضون رواتب  / ...,
ar,ANS.FAQs.personal.loan.,تمويل  مخصص للاستخدام الشخصى يمكنك الحصول عليه بدون ضامن، يُمنح للأفراد سواء الذين يتقاضون رواتب  / ...,
ar,ANS.FAQs.personal.loan.term.condit.loan,"يمكنك الاطلاع على الشروط و الاحكام الخاصه بالتمويل الشخصى من خلال زياره موقعنا الاكترونى 
www.nbe.c...",
ar,ANS.FAQs.personal.loan.term.condit.loan,"يمكنك الاطلاع على الشروط و الاحكام الخاصه بالتمويل الشخصى من خلال زياره موقعنا الاكترونى 
www.nbe.c...",
ar,ANS.FAQs.personal.loan.condit.req.document,يمكنك معرفه شروط المنح والمستندات المطلوبه الخاصه بالتمويل الشخصى وذلك وفقا وكل شريحه ينتمى اليها ال...,
ar,ANS.FAQs.personal.loan.condit.req.document,يمكنك معرفه شروط المنح والمستندات المطلوبه الخاصه بالتمويل الشخصى وذلك وفقا وكل شريحه ينتمى اليها ال...,
ar,ANS.FAQs.personal.loan.interest.rate.calcul,يتم احتساب أسعار العوائد وفقًا للأسعار المعلنة من قبل البنك وقت تقديم طلب التمويل الخاص بكم ويبقى مع...,
ar,ANS.FAQs.personal.loan.interest.rate.calcul,يتم احتساب أسعار العوائد وفقًا للأسعار المعلنة من قبل البنك وقت تقديم طلب التمويل الخاص بكم ويبقى مع...,
ar,ANS.FAQs.personal.loan.appli,لتقدم بطلب للحصول على تمويل شخصي، يمكنك زيارة أقرب فرع أو من خلال احدى قنوات البنك الاكترونيه المتاح...,
ar,ANS.FAQs.personal.loan.appli,لتقدم بطلب للحصول على تمويل شخصي، يمكنك زيارة أقرب فرع أو من خلال احدى قنوات البنك الاكترونيه المتاح...,
ar,ANS.FAQs.personal.loan.document.req.appli,"
صوره من بطاقه الرقم القومى
 شهادة معتمده بالدخل شهرى في حال الموظفين
سجل تجارى حديث لاصحاب الاعم...",
ar,ANS.FAQs.personal.loan.document.req.appli,"
صوره من بطاقه الرقم القومى
 شهادة معتمده بالدخل شهرى في حال الموظفين
سجل تجارى حديث لاصحاب الاعم...",
ar,ANS.FAQs.personal.loan.transfer.salari.obligatori,يوجد برامج تمويل متنوعه (لعملاء تحويل الراتب او القسط، او بدون تحويل الراتب او القسط، أصحاب الاعمال ...,
ar,ANS.FAQs.personal.loan.transfer.salari.obligatori,يوجد برامج تمويل متنوعه (لعملاء تحويل الراتب او القسط، او بدون تحويل الراتب او القسط، أصحاب الاعمال ...,
ar,ANS.FAQs.personal.loan.min.ag.appli,الحد الأدنى للعمر للحصول على التمويل هو 21 عام....,
ar,ANS.FAQs.personal.loan.min.ag.appli,الحد الأدنى للعمر للحصول على التمويل هو 21 عام....,
ar,ANS.FAQs.personal.loan.max.ag.matur,60 سنه كحد اقصى وقت استحقاق القرض و تصل الى 65 سنه وفقا وشريحه التي ينتمى اليها العميل...,
ar,ANS.FAQs.personal.loan.max.ag.matur,60 سنه كحد اقصى وقت استحقاق القرض و تصل الى 65 سنه وفقا وشريحه التي ينتمى اليها العميل...,
ar,ANS.FAQs.personal.loan.insur.avail,نعم ، يوجد تامين على الحياه و العجز الكلى مجانا...,
ar,ANS.FAQs.personal.loan.insur.avail,نعم ، يوجد تامين على الحياه و العجز الكلى مجانا...,
ar,ANS.FAQs.personal.loan.just.join.compani.min.period.appli,نعم، يوجد حد ادنى لمده الخدمه 3 شهور  لعملاء تحويل الراتب و 6 شهور حال عدم تحويل الراتب و ذلك للعمال...,
ar,ANS.FAQs.personal.loan.just.join.compani.min.period.appli,نعم، يوجد حد ادنى لمده الخدمه 3 شهور  لعملاء تحويل الراتب و 6 شهور حال عدم تحويل الراتب و ذلك للعمال...,
ar,ANS.FAQs.personal.loan.max.tenor,"تصل فتره سداد التمويل الى 12 سنه  وفقا و الشريحه التي ينتمى اليها العميل 
للمزيد من المعلومات اضغط ...",
ar,ANS.FAQs.personal.loan.max.tenor,"تصل فتره سداد التمويل الى 12 سنه  وفقا و الشريحه التي ينتمى اليها العميل 
للمزيد من المعلومات اضغط ...",
ar,ANS.FAQs.personal.loan.max.amount,مبلغ التمويل يصل الى 3 مليون جم  وفقا و الشريحه التي ينتمى اليها العميل حيث لا يتعدى 50 % من عبء الد...,
ar,ANS.FAQs.personal.loan.max.amount,مبلغ التمويل يصل الى 3 مليون جم  وفقا و الشريحه التي ينتمى اليها العميل حيث لا يتعدى 50 % من عبء الد...,
ar,ANS.FAQs.personal.loan.increas.amount.outstand.obtain.on,"نعم , حال سماح عبء الدين الخاص بالعميل و يتم المنح وفقا و أسعار العائد المعلنه وقت المنح...",
ar,ANS.FAQs.personal.loan.increas.amount.outstand.obtain.on,"نعم , حال سماح عبء الدين الخاص بالعميل و يتم المنح وفقا و أسعار العائد المعلنه وقت المنح...",
ar,ANS.FAQs.personal.loan.repai.instal,  يتم سداد الاقساط الشهريه عن طريق الخصم المباشر من حساب راتب المقترض لدى البنك حال تحويل المرتب/معا...,
ar,ANS.FAQs.personal.loan.repai.instal,  يتم سداد الاقساط الشهريه عن طريق الخصم المباشر من حساب راتب المقترض لدى البنك حال تحويل المرتب/معا...,
ar,ANS.FAQs.personal.loan.prepai,نعم ، يمكنكم عمل سداد جزئي او كلي للتمويل ودفع عمولة سداد معجل علي المبلغ المتبقي من التمويل  حال ال...,
ar,ANS.FAQs.personal.loan.prepai,نعم ، يمكنكم عمل سداد جزئي او كلي للتمويل ودفع عمولة سداد معجل علي المبلغ المتبقي من التمويل  حال ال...,
ar,ANS.FAQs.alAhlyPhoneCash.subscrib,حال أنك عميل مصرفنا: يتم الاشتراك من خلال زيارة أقرب فرع من فروع مصرفنا أو من خلال الموقع الرسمي للب...,
ar,ANS.FAQs.alAhlyPhoneCash.subscrib,حال أنك عميل مصرفنا: يتم الاشتراك من خلال زيارة أقرب فرع من فروع مصرفنا أو من خلال الموقع الرسمي للب...,
ar,ANS.FAQs.alAhlyPhoneCash.req.document.subscript,صورة الرقم القومى و رقم هاتف محمول مسجل ملكيته في شركة الاتصالات علما انه لابد  من تطابق بيانات العم...,
ar,ANS.FAQs.alAhlyPhoneCash.req.document.subscript,صورة الرقم القومى و رقم هاتف محمول مسجل ملكيته في شركة الاتصالات علما انه لابد  من تطابق بيانات العم...,
ar,ANS.FAQs.alAhlyPhoneCash.wallet.subscrib,العميل له الحق في الاشتراك في 3 محافظ الكترونية بالرقم القومي الخاص به علي 3 ارقام هواتف مختلفة....,
ar,ANS.FAQs.alAhlyPhoneCash.wallet.subscrib,العميل له الحق في الاشتراك في 3 محافظ الكترونية بالرقم القومي الخاص به علي 3 ارقام هواتف مختلفة....,
ar,ANS.FAQs.alAhlyPhoneCash.creat.password.first.time,يتم تحميل التطبيق و الضغط على تفعيل الحساب و بعد استيفاء البيانات (الاسم، رقم الهاتف المحمول المسجل ...,
ar,ANS.FAQs.alAhlyPhoneCash.creat.password.first.time,يتم تحميل التطبيق و الضغط على تفعيل الحساب و بعد استيفاء البيانات (الاسم، رقم الهاتف المحمول المسجل ...,
ar,ANS.FAQs.alAhlyPhoneCash.reset.password,يتم إعادة ضبط الرقم السرى من خلال مركز الاتصال الخاص بالبنك الاهلى المصرى ويمكنكم التواصل على الرقم ...,
ar,ANS.FAQs.alAhlyPhoneCash.reset.password,يتم إعادة ضبط الرقم السرى من خلال مركز الاتصال الخاص بالبنك الاهلى المصرى ويمكنكم التواصل على الرقم ...,
ar,ANS.FAQs.alAhlyPhoneCash.chang.password,"الدخول على القائمة الرئيسية لتطبيق الهاتف المحمول ثم اختيار ""إعدادات"" واختيار تغيير الرقم السري ثم ا...",
ar,ANS.FAQs.alAhlyPhoneCash.chang.password,"الدخول على القائمة الرئيسية لتطبيق الهاتف المحمول ثم اختيار ""إعدادات"" واختيار تغيير الرقم السري ثم ا...",
ar,ANS.FAQs.alAhlyPhoneCash.enter.wrong.password.onc,يتم إيقاف الخدمة مؤقتا الى أن تقوم بالتواصل بمركز الاتصال لرفع الإيقاف بعد التأكد من البيانات....,
ar,ANS.FAQs.alAhlyPhoneCash.enter.wrong.password.onc,يتم إيقاف الخدمة مؤقتا الى أن تقوم بالتواصل بمركز الاتصال لرفع الإيقاف بعد التأكد من البيانات....,
