languageTag,key,message,annotation
default,ANS.FAQs.alAhlyPlatinum.services.opt,"Please visit the nearest branch or call 19523. Alternatively, you can contact the assigned relations...",
default,ANS.FAQs.alAhlyPoints.program,AL-AHLY Points is NBE loyalty program that rewards its valued customers through earning points for e...,
default,ANS.FAQs.alAhlyPoints.program,AL-AHLY Points is NBE loyalty program that rewards its valued customers through earning points for e...,
default,ANS.FAQs.alAhlyPoints.enrol.reward.program,"Enrollment into AL-AHLY Points Program is automatic, once the customer activates his NBE MasterCard ...",
default,ANS.FAQs.alAhlyPoints.enrol.reward.program,"Enrollment into AL-AHLY Points Program is automatic, once the customer activates his NBE MasterCard ...",
default,ANS.FAQs.alAhlyPoints.earn,Use your NBE Mastercard & Visa Cards for all your domestic and international retail spends to earn A...,
default,ANS.FAQs.alAhlyPoints.earn,Use your NBE Mastercard & Visa Cards for all your domestic and international retail spends to earn A...,
default,ANS.FAQs.alAhlyPoints.membership.fee.enrol.program,No. The enrollment in AL-AHLY Points program is absolutely free of charge and NBE customers are auto...,
default,ANS.FAQs.alAhlyPoints.membership.fee.enrol.program,No. The enrollment in AL-AHLY Points program is absolutely free of charge and NBE customers are auto...,
default,ANS.FAQs.alAhlyPoints.product.offer,"You will earn AL-AHLY Points on all spendings made using any of NBE MasterCard & Visa Cards (credit,...",
default,ANS.FAQs.alAhlyPoints.product.offer,"You will earn AL-AHLY Points on all spendings made using any of NBE MasterCard & Visa Cards (credit,...",
default,ANS.FAQs.alAhlyPoints.expir,AL-AHLY Points collected will automatically expire after 36 months from the date of the purchase tra...,
default,ANS.FAQs.alAhlyPoints.expir,AL-AHLY Points collected will automatically expire after 36 months from the date of the purchase tra...,
default,ANS.FAQs.alAhlyPoints.keep.track.balanc,AL-AHLY Points balance can be found either when you log on to the rewards website www.alahlypoints.c...,
default,ANS.FAQs.alAhlyPoints.keep.track.balanc,AL-AHLY Points balance can be found either when you log on to the rewards website www.alahlypoints.c...,
default,ANS.FAQs.alAhlyPoints.redeem.e.voucher,"To redeem your points online, log on to www.alahlypoints.com and redeem directly online. 
To redeem...",
default,ANS.FAQs.alAhlyPoints.redeem.e.voucher,"To redeem your points online, log on to www.alahlypoints.com and redeem directly online. 
To redeem...",
default,ANS.FAQs.alAhlyPoints.voucher.exchang.cash,"No, you cannot exchange your e-vouchers for cash, you can however use your vouchers together with ca...",
default,ANS.FAQs.alAhlyPoints.voucher.exchang.cash,"No, you cannot exchange your e-vouchers for cash, you can however use your vouchers together with ca...",
default,ANS.FAQs.alAhlyPoints.voucher.denomin,"10,000 points= EGP 100
20,000 points= EGP 200
50,000 points= EGP 500
100,000 points= EGP 1,000 
...",
default,ANS.FAQs.alAhlyPoints.voucher.denomin,"10,000 points= EGP 100
20,000 points= EGP 200
50,000 points= EGP 500
100,000 points= EGP 1,000 
...",
default,ANS.FAQs.alAhlyPoints.receiv.e.voucher,An SMS will be sent to the customer's registered mobile number at NBE. ...,
default,ANS.FAQs.alAhlyPoints.receiv.e.voucher,An SMS will be sent to the customer's registered mobile number at NBE. ...,
default,ANS.FAQs.alAhlyPoints.us.e.voucher.merchant,The customer is required to provide the pin code mentioned in the SMS in addition to the last 6 numb...,
default,ANS.FAQs.alAhlyPoints.us.e.voucher.merchant,The customer is required to provide the pin code mentioned in the SMS in addition to the last 6 numb...,
default,ANS.FAQs.alAhlyPoints.redeem.travel.world,The customer redeems the points personally through the program's website www.alahlypoints.com and th...,
default,ANS.FAQs.alAhlyPoints.redeem.travel.world,The customer redeems the points personally through the program's website www.alahlypoints.com and th...,
default,ANS.FAQs.alAhlyPoints.redeem.mobil.top,The customer redeems the points personally through the program's website www.alahlypoints.com and th...,
default,ANS.FAQs.alAhlyPoints.redeem.mobil.top,The customer redeems the points personally through the program's website www.alahlypoints.com and th...,
default,ANS.FAQs.alAhlyPoints.redeem.cash.reward,You can redeem your points through the website or the call center on 19623 by refunding the cash amo...,
default,ANS.FAQs.alAhlyPoints.redeem.cash.reward,You can redeem your points through the website or the call center on 19623 by refunding the cash amo...,
default,ANS.FAQs.alAhlyPoints.cash.reward.denomin,"5,000 points= EGP 25
10,000 points= EGP 50
20,000 points= EGP 100
50,000 points= EGP 250
100,000...",
default,ANS.FAQs.alAhlyPoints.cash.reward.denomin,"5,000 points= EGP 25
10,000 points= EGP 50
20,000 points= EGP 100
50,000 points= EGP 250
100,000...",
default,ANS.FAQs.alAhlyPoints.long.cash.reward.credit.card,"The request takes up to 2-3 working days to be processed. 
For failed transactions, AL-AHLY Points ...",
default,ANS.FAQs.alAhlyPoints.long.cash.reward.credit.card,"The request takes up to 2-3 working days to be processed. 
For failed transactions, AL-AHLY Points ...",
default,ANS.FAQs.personal.loan.,"The Personal Loan is a loan extended by NBE for personal use, without a guarantor, to individuals wh...",
default,ANS.FAQs.personal.loan.,"The Personal Loan is a loan extended by NBE for personal use, without a guarantor, to individuals wh...",
default,ANS.FAQs.personal.loan.term.condit.loan,You can review Personal Loan terms & conditions by visiting our website: www.nbe.com...,
default,ANS.FAQs.personal.loan.term.condit.loan,You can review Personal Loan terms & conditions by visiting our website: www.nbe.com...,
default,ANS.FAQs.personal.loan.condit.req.document,You can know the conditions and the required documents according to the customer's segment by visiti...,
default,ANS.FAQs.personal.loan.condit.req.document,You can know the conditions and the required documents according to the customer's segment by visiti...,
default,ANS.FAQs.personal.loan.interest.rate.calcul,The interest rate is calculated as per the rates declared by the Bank at the time of applying for yo...,
default,ANS.FAQs.personal.loan.interest.rate.calcul,The interest rate is calculated as per the rates declared by the Bank at the time of applying for yo...,
default,ANS.FAQs.personal.loan.appli,"To apply for a personal loan, you can visit the nearest NBE branch or use our NBE e-channels. ...",
default,ANS.FAQs.personal.loan.appli,"To apply for a personal loan, you can visit the nearest NBE branch or use our NBE e-channels. ...",
default,ANS.FAQs.personal.loan.document.req.appli,"A copy of a valid national ID
For employees, HR letter with the monthly salary
For business owners...",
default,ANS.FAQs.personal.loan.document.req.appli,"A copy of a valid national ID
For employees, HR letter with the monthly salary
For business owners...",
default,ANS.FAQs.personal.loan.transfer.salari.obligatori,There are various Personal Loan programs (with salary/installment transfer- without salary/installme...,
default,ANS.FAQs.personal.loan.transfer.salari.obligatori,There are various Personal Loan programs (with salary/installment transfer- without salary/installme...,
default,ANS.FAQs.personal.loan.min.ag.appli,The minimum age to obtain a personal loan is 21 years. ...,
default,ANS.FAQs.personal.loan.min.ag.appli,The minimum age to obtain a personal loan is 21 years. ...,
default,ANS.FAQs.personal.loan.max.ag.matur,60 years at loan maturity and may extend to 65 years according to the customer's segment. ...,
default,ANS.FAQs.personal.loan.max.ag.matur,60 years at loan maturity and may extend to 65 years according to the customer's segment. ...,
default,ANS.FAQs.personal.loan.insur.avail,"Yes, there are free life and total disability insurance. ...",
default,ANS.FAQs.personal.loan.insur.avail,"Yes, there are free life and total disability insurance. ...",
default,ANS.FAQs.personal.loan.just.join.compani.min.period.appli,"Yes, for permanent employees, a minimum of 3 months for loans with salary/installment transfer, and ...",
default,ANS.FAQs.personal.loan.just.join.compani.min.period.appli,"Yes, for permanent employees, a minimum of 3 months for loans with salary/installment transfer, and ...",
default,ANS.FAQs.personal.loan.max.tenor,"Personal Loan tenor reaches 12 years according to the customer's segment. 
For more information, Cl...",
default,ANS.FAQs.personal.loan.max.tenor,"Personal Loan tenor reaches 12 years according to the customer's segment. 
For more information, Cl...",
default,ANS.FAQs.personal.loan.max.amount,"The loan amount is up to EGP 3,000,000 as per the customer's segment, not to exceed 50% of the debt ...",
default,ANS.FAQs.personal.loan.max.amount,"The loan amount is up to EGP 3,000,000 as per the customer's segment, not to exceed 50% of the debt ...",
default,ANS.FAQs.personal.loan.increas.amount.outstand.obtain.on,"Yes, in case the customer's debt burden allows. The loan shall be extended at the interest rate decl...",
default,ANS.FAQs.personal.loan.increas.amount.outstand.obtain.on,"Yes, in case the customer's debt burden allows. The loan shall be extended at the interest rate decl...",
default,ANS.FAQs.personal.loan.repai.instal,Repayment of the monthly installments are made by either directly debiting the borrower's payroll ac...,
default,ANS.FAQs.personal.loan.repai.instal,Repayment of the monthly installments are made by either directly debiting the borrower's payroll ac...,
default,ANS.FAQs.personal.loan.prepai,"Yes, you can partially or fully prepay the loan and incur a prepayment fee for the remaining amount ...",
default,ANS.FAQs.personal.loan.prepai,"Yes, you can partially or fully prepay the loan and incur a prepayment fee for the remaining amount ...",
default,ANS.FAQs.alAhlyPhoneCash.subscrib,"For NBE customers, you can subscribe by visiting the nearest NBE branch or through NBE website (thro...",
default,ANS.FAQs.alAhlyPhoneCash.subscrib,"For NBE customers, you can subscribe by visiting the nearest NBE branch or through NBE website (thro...",
default,ANS.FAQs.alAhlyPhoneCash.req.document.subscript,National ID copy and a mobile number that is registered under the customer's name at a mobile servic...,
default,ANS.FAQs.alAhlyPhoneCash.req.document.subscript,National ID copy and a mobile number that is registered under the customer's name at a mobile servic...,
default,ANS.FAQs.alAhlyPhoneCash.wallet.subscrib,The customer has the right to subscribe to 3 e-wallets using his national ID through 3 different mob...,
default,ANS.FAQs.alAhlyPhoneCash.wallet.subscrib,The customer has the right to subscribe to 3 e-wallets using his national ID through 3 different mob...,
default,ANS.FAQs.alAhlyPhoneCash.creat.password.first.time,"The customer shall download the application, click on activate account, provide the required informa...",
default,ANS.FAQs.alAhlyPhoneCash.creat.password.first.time,"The customer shall download the application, click on activate account, provide the required informa...",
default,ANS.FAQs.alAhlyPhoneCash.reset.password,You can reset the password through NBE call center by calling 19623....,
default,ANS.FAQs.alAhlyPhoneCash.reset.password,You can reset the password through NBE call center by calling 19623....,
default,ANS.FAQs.alAhlyPhoneCash.chang.password,"Log into the mobile application main menu, click ""settings"", click ""change password"", enter the curr...",
default,ANS.FAQs.alAhlyPhoneCash.chang.password,"Log into the mobile application main menu, click ""settings"", click ""change password"", enter the curr...",
default,ANS.FAQs.alAhlyPhoneCash.enter.wrong.password.onc,The service will be temporarily suspended until you contact the call center to cancel the suspension...,
default,ANS.FAQs.alAhlyPhoneCash.enter.wrong.password.onc,The service will be temporarily suspended until you contact the call center to cancel the suspension...,
default,ANS.FAQs.alAhlyPhoneCash.chang.mobil.number,"Withdraw the whole balance available on your mobile wallet, visit the nearest NBE branch to close th...",
default,ANS.FAQs.alAhlyPhoneCash.chang.mobil.number,"Withdraw the whole balance available on your mobile wallet, visit the nearest NBE branch to close th...",
default,ANS.FAQs.alAhlyPhoneCash.chang.mobil.phone.devic,"Download the PhoneCash application from the mobile store, enter the mobile number and wallet PIN, an...",
default,ANS.FAQs.alAhlyPhoneCash.chang.mobil.phone.devic,"Download the PhoneCash application from the mobile store, enter the mobile number and wallet PIN, an...",
default,ANS.FAQs.alAhlyPhoneCash.mobil.sim.link.wallet.stolen.lost,Contact NBE call center on 19623 or visit the nearest NBE branch to suspend the service. ...,
default,ANS.FAQs.alAhlyPhoneCash.mobil.sim.link.wallet.stolen.lost,Contact NBE call center on 19623 or visit the nearest NBE branch to suspend the service. ...,
default,ANS.FAQs.alAhlyPhoneCash.transfer.amount.wallet.outsid.egypt,No. Currently you cannot transfer amounts to customers outside Egypt. ...,
default,ANS.FAQs.alAhlyPhoneCash.transfer.amount.wallet.outsid.egypt,No. Currently you cannot transfer amounts to customers outside Egypt. ...,
default,ANS.FAQs.alAhlyPhoneCash.review.detail.transact.made.wallet,"It is available to review the previous transactions made via the wallet from ""my transactions"" servi...",
default,ANS.FAQs.alAhlyPhoneCash.review.detail.transact.made.wallet,"It is available to review the previous transactions made via the wallet from ""my transactions"" servi...",
default,ANS.FAQs.alAhlyPhoneCash.link.card.wallet,"Click ""My wallet"" tab from the application, click ""My cards"", then click on the plus ""+"" icon and in...",
default,ANS.FAQs.alAhlyPhoneCash.link.card.wallet,"Click ""My wallet"" tab from the application, click ""My cards"", then click on the plus ""+"" icon and in...",
default,ANS.FAQs.alAhlyPhoneCash.replac.card.number.link.wallet.upon.replac.due.loss.damag,"Open the mobile application, click ""My wallet"", then ""My cards"", select the replaced card, press rem...",
default,ANS.FAQs.alAhlyPhoneCash.replac.card.number.link.wallet.upon.replac.due.loss.damag,"Open the mobile application, click ""My wallet"", then ""My cards"", select the replaced card, press rem...",
default,ANS.FAQs.alAhlyPhoneCash.close.wallet,"Withdraw all the available balance, then visit the nearest NBE branch....",
default,ANS.FAQs.alAhlyPhoneCash.close.wallet,"Withdraw all the available balance, then visit the nearest NBE branch....",
default,ANS.FAQs.pos.machin,Call the hotline: 19823...,
default,ANS.FAQs.pos.machin,Call the hotline: 19823...,
default,ANS.FAQs.pos.req.document,Commercial register/ Tax card/ national ID copy of the authorized signatory. ...,
default,ANS.FAQs.pos.req.document,Commercial register/ Tax card/ national ID copy of the authorized signatory. ...,
default,ANS.FAQs.pos.set.settlement.time,The second business day....,
default,ANS.FAQs.pos.set.settlement.time,The second business day....,
default,ANS.FAQs.pos.contract.procedur,Opening a current account at any NBE branch....,
default,ANS.FAQs.pos.contract.procedur,Opening a current account at any NBE branch....,
default,ANS.FAQs.pos.rental.fee.machin,No. A commission shall be deducted from the sale transactions executed via the POS as agreed upon in...,
default,ANS.FAQs.pos.rental.fee.machin,No. A commission shall be deducted from the sale transactions executed via the POS as agreed upon in...,
default,ANS.FAQs.pos.commiss.deduct.sale.transact,Commission is determined as per the nature of the business activity. ...,
default,ANS.FAQs.pos.commiss.deduct.sale.transact,Commission is determined as per the nature of the business activity. ...,
default,ANS.FAQs.pos.custom.charg.commiss,The merchant incurs the transaction's commission as per the instructions of the international instit...,
default,ANS.FAQs.pos.custom.charg.commiss,The merchant incurs the transaction's commission as per the instructions of the international instit...,
default,ANS.FAQs.pos.transact.review,A statement of the daily transactions shall be sent to the merchant's approved e-mail at the day fol...,
default,ANS.FAQs.pos.transact.review,A statement of the daily transactions shall be sent to the merchant's approved e-mail at the day fol...,
default,ANS.FAQs.pos.advantag.machin,Installments for NBE Credit Card holders- Discounts for NBE card holders- Cash withdrawal service ac...,
default,ANS.FAQs.pos.advantag.machin,Installments for NBE Credit Card holders- Discounts for NBE card holders- Cash withdrawal service ac...,
default,ANS.FAQs.pos.machin.link.ret.acc,No. A corporate current account shall be opened for business transactions. ...,
default,ANS.FAQs.pos.machin.link.ret.acc,No. A corporate current account shall be opened for business transactions. ...,
default,ANS.FAQs.pos.long.contract.procedur,Contracting is completed within 5 days from the account opening. ...,
default,ANS.FAQs.pos.long.contract.procedur,Contracting is completed within 5 days from the account opening. ...,
default,ANS.FAQs.pos.card.accept.machin,All types of credit and debit cards. ...,
default,ANS.FAQs.pos.card.accept.machin,All types of credit and debit cards. ...,
default,ANS.FAQs.pos.period.req.mainten,24 hours inside Cairo - 72 hours outside Cairo....,
default,ANS.FAQs.pos.period.req.mainten,24 hours inside Cairo - 72 hours outside Cairo....,
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.chang.user.id,You may not change your user ID....,
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.chang.user.id,You may not change your user ID....,
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.password.us,"After subscribing to the service, a “Login Passcode will be sent to your mobile phone registered wi...",
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.password.us,"After subscribing to the service, a “Login Passcode will be sent to your mobile phone registered wi...",
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.when.us,Al Ahly Net is available 24/7....,
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.when.us,Al Ahly Net is available 24/7....,
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.login.first.time.app,"Yes, you can login for the first time via NBE Mobile application and create your “Login Password....",
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.login.first.time.app,"Yes, you can login for the first time via NBE Mobile application and create your “Login Password....",
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.login.password.chang,"Yes, you can change the ""Login Password by clicking on “Change Password>Enter Old Password> New Pas...",
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.login.password.chang,"Yes, you can change the ""Login Password by clicking on “Change Password>Enter Old Password> New Pas...",
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.happen.incorrect.login.password.enter,"In case of making 5 consecutive failed attempts to enter the login password, the User ID will be sus...",
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.happen.incorrect.login.password.enter,"In case of making 5 consecutive failed attempts to enter the login password, the User ID will be sus...",
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.web.browser.us.access,"Supported browsers are Microsoft Edge, Firefox & Google Chrome. Please use the latest versions of th...",
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.web.browser.us.access,"Supported browsers are Microsoft Edge, Firefox & Google Chrome. Please use the latest versions of th...",
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.soft.token.app.avail.ret.corp.custom,"No, it is available only to NBE’s retail customers....",
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.soft.token.app.avail.ret.corp.custom,"No, it is available only to NBE’s retail customers....",
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.soft.token.us.make.transfer.carri.transact,"Download the App via Google Play/ App Store, then log into Al Ahly Net/NBE Mobile>Soft Token Service...",
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.soft.token.us.make.transfer.carri.transact,"Download the App via Google Play/ App Store, then log into Al Ahly Net/NBE Mobile>Soft Token Service...",
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.soft.token.app.hard.us.togeth.creat.otp,"Yes, the soft token and hard token for a retail customer User ID can be used together in case you ha...",
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.soft.token.app.hard.us.togeth.creat.otp,"Yes, the soft token and hard token for a retail customer User ID can be used together in case you ha...",
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.fingerprint.activ.soft.token.app,"Yes, fingerprint can be activated on the soft token App via Settings>Biometric Authentication>Enter ...",
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.fingerprint.activ.soft.token.app,"Yes, fingerprint can be activated on the soft token App via Settings>Biometric Authentication>Enter ...",
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.hard.token.avail.ret.corp.custom,"Yes, the service is available to both NBE's retail and corporate customers. ...",
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.hard.token.avail.ret.corp.custom,"Yes, the service is available to both NBE's retail and corporate customers. ...",
default,ANS.FAQs.alAhlyNet.nbe.mobile.ret.hard.token.obtain,You can receive a hard token from the nearest branch and activate it via Al Ahly Net/NBE Mobile or b...,
